"season","date","visitor","visitor.score","loc","host","host.score","ot","tournament","conference"
2004,"2004-02-14","Yale",1,"@","Cornell",2,"","","EC"
2004,"2004-02-14","Union",2,"@","Harvard",3,"","","EC"
2004,"2004-02-14","Vermont",3,"@","St. Lawrence",1,"","","EC"
2004,"2004-02-14","Massachusetts",1,"@","Boston College",6,"","","HE"
2004,"2004-02-14","Maine",0,"@","Northeastern",0,"OT","","HE"
2004,"2004-02-14","Boston University",1,"@","Providence",2,"","","HE"
2004,"2004-02-14","Massachusetts-Lowell",3,"@","New Hampshire",3,"OT","","HE"
2004,"2004-02-14","Minnesota State",7,"@","Denver",9,"","","WC"
2004,"2004-02-14","Michigan Tech",9,"@","Alaska-Anchorage",4,"","","WC"
2004,"2004-02-14","Minnesota",1,"@","Minnesota-Duluth",4,"","","WC"
2004,"2004-02-14","Colorado College",4,"@","North Dakota",1,"","","WC"
2004,"2004-02-14","Holy Cross",2,"@","Air Force",5,"","","NC"
2004,"2004-02-14","Bemidji State",2,"@","St. Cloud State",3,"","","NC"
2004,"2004-02-14","Northern Michigan",5,"@","Wayne State",2,"","","NC"
2004,"2004-02-20","Quinnipiac",6,"@","American International",1,"","","AH"
2004,"2004-02-20","Bentley",1,"@","Canisius",4,"","","AH"
2004,"2004-02-20","Sacred Heart",3,"@","Mercyhurst",2,"OT","","AH"
2004,"2004-02-20","Army",2,"@","Connecticut",3,"","","AH"
2004,"2004-02-20","Nebraska-Omaha",0,"@","Michigan State",3,"","","CC"
2004,"2004-02-20","Lake Superior",5,"@","Northern Michigan",2,"","","CC"
2004,"2004-02-20","Bowling Green",3,"@","Michigan",7,"","","CC"
2004,"2004-02-20","Ohio State",1,"@","Western Michigan",4,"","","CC"
2004,"2004-02-20","Alabama-Huntsville",3,"@","Bemidji State",3,"OT","","CH"
2004,"2004-02-20","Air Force",1,"@","Niagara",4,"","","CH"
2004,"2004-02-20","Harvard",2,"@","Clarkson",1,"","","EC"
2004,"2004-02-20","Princeton",2,"@","Dartmouth",2,"OT","","EC"
2004,"2004-02-20","Cornell",2,"@","Rensselaer",1,"","","EC"
2004,"2004-02-20","Brown",0,"@","St. Lawrence",4,"","","EC"
2004,"2004-02-20","Colgate",1,"@","Union",0,"","","EC"
2004,"2004-02-20","Yale",2,"@","Vermont",4,"","","EC"
2004,"2004-02-20","Massachusetts-Lowell",1,"@","Boston College",4,"","","HE"
2004,"2004-02-20","Massachusetts",1,"@","Boston University",6,"","","HE"
2004,"2004-02-20","Northeastern",1,"@","Merrimack",4,"","","HE"
2004,"2004-02-20","Providence",2,"@","Maine",3,"","","HE"
2004,"2004-02-20","Minnesota-Duluth",5,"@","Colorado College",2,"","","WC"
2004,"2004-02-20","North Dakota",6,"@","Minnesota State",3,"","","WC"
2004,"2004-02-20","Denver",1,"@","Michigan Tech",1,"OT","","WC"
2004,"2004-02-20","Alaska-Anchorage",2,"@","Minnesota",3,"","","WC"
2004,"2004-02-20","St. Cloud State",1,"@","Wisconsin",1,"OT","","WC"
2004,"2004-02-21","Sacred Heart",2,"@","Canisius",3,"OT","","AH"
2004,"2004-02-21","Connecticut",2,"@","Quinnipiac",2,"OT","","AH"
2004,"2004-02-21","Northern Michigan",2,"@","Lake Superior",2,"OT","","CC"
2004,"2004-02-21","Nebraska-Omaha",0,"@","Michigan State",5,"","","CC"
2004,"2004-02-21","Bowling Green",2,"@","Michigan",5,"","","CC"
2004,"2004-02-21","Ohio State",5,"@","Western Michigan",1,"","","CC"
2004,"2004-02-21","Alabama-Huntsville",2,"@","Bemidji State",4,"","","CH"
2004,"2004-02-21","Wayne State",0,"@","Findlay",5,"","","CH"
2004,"2004-02-21","Air Force",1,"@","Niagara",5,"","","CH"
2004,"2004-02-21","Brown",2,"@","Clarkson",3,"","","EC"
2004,"2004-02-21","Yale",3,"@","Dartmouth",6,"","","EC"
2004,"2004-02-21","Colgate",3,"@","Rensselaer",2,"","","EC"
2004,"2004-02-21","Harvard",3,"@","St. Lawrence",3,"OT","","EC"
2004,"2004-02-21","Cornell",0,"@","Union",3,"","","EC"
2004,"2004-02-21","Princeton",1,"@","Vermont",4,"","","EC"
2004,"2004-02-21","Providence",2,"@","Maine",4,"","","HE"
2004,"2004-02-21","Boston University",2,"@","Massachusetts",2,"OT","","HE"
2004,"2004-02-21","Boston College",5,"@","Massachusetts-Lowell",0,"","","HE"
2004,"2004-02-21","Minnesota-Duluth",5,"@","Colorado College",3,"","","WC"
2004,"2004-02-21","North Dakota",10,"@","Minnesota State",1,"","","WC"
2004,"2004-02-21","Denver",3,"@","Michigan Tech",0,"","","WC"
2004,"2004-02-21","Alaska-Anchorage",2,"@","Minnesota",5,"","","WC"
2004,"2004-02-21","St. Cloud State",0,"@","Wisconsin",3,"","","WC"
2004,"2004-02-22","Holy Cross",5,"@","Army",2,"","","AH"
2004,"2004-02-22","Findlay",1,"@","Wayne State",1,"OT","","CH"
2004,"2004-02-22","Northeastern",5,"@","New Hampshire",6,"","","HE"
2004,"2004-02-24","Holy Cross",1,"@","American International",0,"","","AH"
2004,"2004-02-24","Connecticut",4,"@","Sacred Heart",4,"OT","","AH"
2004,"2004-02-27","American International",2,"@","Canisius",4,"","","AH"
2004,"2004-02-27","Mercyhurst",4,"@","Holy Cross",6,"","","AH"
2004,"2004-02-27","Bentley",1,"@","Quinnipiac",2,"","","AH"
2004,"2004-02-27","Army",5,"@","Connecticut",2,"","","AH"
2004,"2004-02-27","Northern Michigan",1,"@","Bowling Green",2,"","","CC"
2004,"2004-02-27","Lake Superior",1,"@","Ferris State",2,"","","CC"
2004,"2004-02-27","Western Michigan",2,"@","Miami",2,"OT","","CC"
2004,"2004-02-27","Michigan",1,"@","Notre Dame",4,"","","CC"
2004,"2004-02-27","Alaska",1,"@","Nebraska-Omaha",0,"","","CC"
2004,"2004-02-27","Bemidji State",7,"@","Air Force",4,"","","CH"
2004,"2004-02-27","Findlay",6,"@","Niagara",2,"","","CH"
2004,"2004-02-27","Dartmouth",3,"@","Brown",0,"","","EC"
2004,"2004-02-27","Clarkson",1,"@","Colgate",0,"","","EC"
2004,"2004-02-27","St. Lawrence",1,"@","Cornell",4,"","","EC"
2004,"2004-02-27","Vermont",6,"@","Harvard",4,"","","EC"
2004,"2004-02-27","Rensselaer",5,"@","Princeton",1,"","","EC"
2004,"2004-02-27","Union",3,"@","Yale",1,"","","EC"
2004,"2004-02-27","New Hampshire",2,"@","Boston College",4,"","","HE"
2004,"2004-02-27","Boston University",2,"@","Northeastern",2,"OT","","HE"
2004,"2004-02-27","Merrimack",1,"@","Providence",5,"","","HE"
2004,"2004-02-27","Maine",2,"@","Massachusetts-Lowell",3,"","","HE"
2004,"2004-02-27","Minnesota",2,"@","Denver",6,"","","WC"
2004,"2004-02-27","Minnesota State",3,"@","Michigan Tech",4,"","","WC"
2004,"2004-02-27","Colorado College",7,"@","St. Cloud State",1,"","","WC"
2004,"2004-02-27","Wisconsin",3,"@","Alaska-Anchorage",0,"","","WC"
2004,"2004-02-27","North Dakota",4,"@","Minnesota-Duluth",1,"","","WC"
2004,"2004-02-28","Sacred Heart",3,"@","Army",2,"","","AH"
2004,"2004-02-28","Mercyhurst",7,"@","Bentley",1,"","","AH"
2004,"2004-02-28","American International",3,"@","Canisius",6,"","","AH"
2004,"2004-02-28","Holy Cross",3,"@","Quinnipiac",3,"OT","","AH"
2004,"2004-02-28","Northern Michigan",2,"@","Bowling Green",2,"OT","","CC"
2004,"2004-02-28","Lake Superior",4,"@","Ferris State",2,"","","CC"
2004,"2004-02-28","Western Michigan",2,"@","Miami",5,"","","CC"
2004,"2004-02-28","Michigan",2,"@","Notre Dame",5,"","","CC"
2004,"2004-02-28","Alaska",4,"@","Nebraska-Omaha",7,"","","CC"
2004,"2004-02-28","Bemidji State",9,"@","Air Force",1,"","","CH"
2004,"2004-02-28","Findlay",8,"@","Niagara",3,"","","CH"
2004,"2004-02-28","Wayne State",4,"@","Alabama-Huntsville",2,"","","CH"
2004,"2004-02-28","Vermont",0,"@","Brown",6,"","","EC"
2004,"2004-02-28","St. Lawrence",2,"@","Colgate",3,"","","EC"
2004,"2004-02-28","Clarkson",1,"@","Cornell",2,"","","EC"
2004,"2004-02-28","Dartmouth",0,"@","Harvard",4,"","","EC"
2004,"2004-02-28","Union",3,"@","Princeton",2,"OT","","EC"
2004,"2004-02-28","Rensselaer",6,"@","Yale",0,"","","EC"
2004,"2004-02-28","Northeastern",6,"@","Boston University",3,"","","HE"
2004,"2004-02-28","Providence",2,"@","Merrimack",2,"OT","","HE"
2004,"2004-02-28","Maine",4,"@","Massachusetts-Lowell",0,"","","HE"
2004,"2004-02-28","Boston College",2,"@","New Hampshire",3,"","","HE"
2004,"2004-02-28","Minnesota",3,"@","Denver",6,"","","WC"
2004,"2004-02-28","Minnesota State",3,"@","Michigan Tech",2,"","","WC"
2004,"2004-02-28","Colorado College",5,"@","St. Cloud State",2,"","","WC"
2004,"2004-02-28","Wisconsin",3,"@","Alaska-Anchorage",1,"","","WC"
2004,"2004-02-28","North Dakota",2,"@","Minnesota-Duluth",1,"","","WC"
2004,"2004-02-29","Wayne State",4,"@","Alabama-Huntsville",1,"","","CH"
2004,"2004-03-02","Quinnipiac",5,"@","Sacred Heart",2,"","","AH"
2004,"2004-03-02","Minnesota State",5,"@","Nebraska-Omaha",3,"","","NC"
2004,"2004-03-04","Bowling Green",6,"@","Western Michigan",4,"","","CC"
2004,"2004-03-04","New Hampshire",3,"@","Boston University",3,"OT","","HE"
2004,"2004-03-04","Merrimack",3,"@","Massachusetts-Lowell",3,"OT","","HE"
2004,"2004-03-04","Denver",3,"@","Colorado College",1,"","","WC"
2004,"2004-03-05","Bentley",5,"@","Army",1,"","","AH"
2004,"2004-03-05","Quinnipiac",2,"@","Holy Cross",1,"","","AH"
2004,"2004-03-05","Canisius",1,"@","Mercyhurst",6,"","","AH"
2004,"2004-03-05","American International",1,"@","Connecticut",6,"","","AH"
2004,"2004-03-05","Notre Dame",0,"@","Lake Superior",3,"","","CC"
2004,"2004-03-05","Michigan",4,"@","Michigan State",4,"OT","","CC"
2004,"2004-03-05","Ohio State",3,"@","Miami",4,"OT","","CC"
2004,"2004-03-05","Ferris State",2,"@","Northern Michigan",3,"","","CC"
2004,"2004-03-05","Niagara",4,"@","Bemidji State",1,"","","CH"
2004,"2004-03-05","Alabama-Huntsville",1,"@","Findlay",2,"","","CH"
2004,"2004-03-05","Air Force",6,"@","Wayne State",4,"","","CH"
2004,"2004-03-05","Boston College",0,"@","Maine",3,"","","HE"
2004,"2004-03-05","Massachusetts",0,"@","Northeastern",4,"","","HE"
2004,"2004-03-05","Colorado College",2,"@","Denver",3,"","","WC"
2004,"2004-03-05","St. Cloud State",4,"@","Minnesota",7,"","","WC"
2004,"2004-03-05","Michigan Tech",1,"@","North Dakota",5,"","","WC"
2004,"2004-03-05","Minnesota-Duluth",2,"@","Wisconsin",2,"OT","","WC"
2004,"2004-03-05","Alaska",4,"@","Alaska-Anchorage",5,"","","NC"
2004,"2004-03-05","Vermont",0,"@","Harvard",3,"","ECAC Tournament","NC"
2004,"2004-03-05","Princeton",4,"@","Rensselaer",5,"","ECAC Tournament","NC"
2004,"2004-03-05","Clarkson",8,"@","Union",3,"","ECAC Tournament","NC"
2004,"2004-03-05","St. Lawrence",4,"@","Yale",3,"OT","ECAC Tournament","NC"
2004,"2004-03-06","Sacred Heart",4,"@","American International",4,"OT","","AH"
2004,"2004-03-06","Connecticut",9,"@","Army",6,"","","AH"
2004,"2004-03-06","Holy Cross",0,"@","Bentley",1,"OT","","AH"
2004,"2004-03-06","Mercyhurst",2,"@","Canisius",1,"","","AH"
2004,"2004-03-06","Notre Dame",2,"@","Lake Superior",1,"","","CC"
2004,"2004-03-06","Ferris State",1,"@","Northern Michigan",2,"","","CC"
2004,"2004-03-06","Miami",4,"@","Ohio State",5,"","","CC"
2004,"2004-03-06","Niagara",0,"@","Bemidji State",5,"","","CH"
2004,"2004-03-06","Alabama-Huntsville",3,"@","Findlay",1,"","","CH"
2004,"2004-03-06","Air Force",3,"@","Wayne State",1,"","","CH"
2004,"2004-03-06","Boston College",3,"@","Maine",4,"OT","","HE"
2004,"2004-03-06","Massachusetts-Lowell",4,"@","Providence",3,"","","HE"
2004,"2004-03-06","Northeastern",3,"@","Massachusetts",2,"","","HE"
2004,"2004-03-06","Boston University",4,"@","New Hampshire",3,"OT","","HE"
2004,"2004-03-06","St. Cloud State",2,"@","Minnesota",4,"","","WC"
2004,"2004-03-06","Michigan Tech",1,"@","North Dakota",5,"","","WC"
2004,"2004-03-06","Minnesota-Duluth",4,"@","Wisconsin",1,"","","WC"
2004,"2004-03-06","Nebraska-Omaha",1,"@","Minnesota State",9,"","","NC"
2004,"2004-03-06","Alaska",6,"@","Alaska-Anchorage",4,"","","NC"
2004,"2004-03-06","Vermont",3,"@","Harvard",5,"","ECAC Tournament","NC"
2004,"2004-03-06","Princeton",2,"@","Rensselaer",3,"OT","ECAC Tournament","NC"
2004,"2004-03-06","Clarkson",5,"@","Union",2,"","ECAC Tournament","NC"
2004,"2004-03-06","St. Lawrence",4,"@","Yale",3,"OT","ECAC Tournament","NC"
2004,"2004-03-11","Boston University",3,"@","Boston College",2,"","HEA Tournament","NC"
2004,"2004-03-11","Massachusetts-Lowell",3,"@","Massachusetts",6,"","HEA Tournament","NC"
2004,"2004-03-11","Providence",1,"@","New Hampshire",2,"","HEA Tournament","NC"
2004,"2004-03-12","Ferris State",4,"@","Michigan State",6,"","CCHA Tournament","NC"
2004,"2004-03-12","Lake Superior",0,"@","Miami",4,"","CCHA Tournament","NC"
2004,"2004-03-12","Western Michigan",2,"@","Notre Dame",4,"","CCHA Tournament","NC"
2004,"2004-03-12","Bowling Green",2,"@","Ohio State",3,"","CCHA Tournament","NC"
2004,"2004-03-12","Northern Michigan",3,"@","Alaska",1,"","CCHA Tournament","NC"
2004,"2004-03-12","Nebraska-Omaha",0,"@","Michigan",2,"","CCHA Tournament","NC"
2004,"2004-03-12","Harvard",4,"@","Brown",2,"","ECAC Tournament","NC"
2004,"2004-03-12","St. Lawrence",2,"@","Colgate",1,"","ECAC Tournament","NC"
2004,"2004-03-12","Clarkson",1,"@","Cornell",5,"","ECAC Tournament","NC"
2004,"2004-03-12","Rensselaer",3,"@","Dartmouth",1,"","ECAC Tournament","NC"
2004,"2004-03-12","Boston University",0,"@","Boston College",4,"","HEA Tournament","NC"
2004,"2004-03-12","Merrimack",1,"@","Maine",2,"","HEA Tournament","NC"
2004,"2004-03-12","Massachusetts-Lowell",1,"@","Massachusetts",3,"","HEA Tournament","NC"
2004,"2004-03-12","Providence",4,"@","New Hampshire",3,"OT","HEA Tournament","NC"
2004,"2004-03-12","American International",4,"@","Army",3,"","AHA Tournament","NC"
2004,"2004-03-12","Colorado College",4,"@","Denver",3,"","WCHA Tournament","NC"
2004,"2004-03-12","Minnesota State",4,"@","Minnesota-Duluth",3,"OT","WCHA Tournament","NC"
2004,"2004-03-12","St. Cloud State",1,"@","Minnesota",6,"","WCHA Tournament","NC"
2004,"2004-03-12","Michigan Tech",2,"@","North Dakota",6,"","WCHA Tournament","NC"
2004,"2004-03-12","Alaska-Anchorage",3,"@","Wisconsin",2,"","WCHA Tournament","NC"
2004,"2004-03-13","Ferris State",3,"@","Michigan State",5,"","CCHA Tournament","NC"
2004,"2004-03-13","Lake Superior",1,"@","Miami",2,"OT","CCHA Tournament","NC"
2004,"2004-03-13","Western Michigan",4,"@","Notre Dame",0,"","CCHA Tournament","NC"
2004,"2004-03-13","Bowling Green",2,"@","Ohio State",5,"","CCHA Tournament","NC"
2004,"2004-03-13","Northern Michigan",3,"@","Alaska",2,"","CCHA Tournament","NC"
2004,"2004-03-13","Nebraska-Omaha",3,"@","Michigan",1,"","CCHA Tournament","NC"
2004,"2004-03-13","Harvard",3,"@","Brown",2,"OT","ECAC Tournament","NC"
2004,"2004-03-13","St. Lawrence",0,"@","Colgate",1,"","ECAC Tournament","NC"
2004,"2004-03-13","Clarkson",5,"@","Cornell",4,"","ECAC Tournament","NC"
2004,"2004-03-13","Rensselaer",0,"@","Dartmouth",6,"","ECAC Tournament","NC"
2004,"2004-03-13","Boston University",4,"@","Boston College",2,"","HEA Tournament","NC"
2004,"2004-03-13","Merrimack",2,"@","Maine",3,"","HEA Tournament","NC"
2004,"2004-03-13","Providence",0,"@","New Hampshire",1,"","HEA Tournament","NC"
2004,"2004-03-13","Colorado College",6,"@","Denver",1,"","WCHA Tournament","NC"
2004,"2004-03-13","Minnesota State",2,"@","Minnesota-Duluth",6,"","WCHA Tournament","NC"
2004,"2004-03-13","St. Cloud State",3,"@","Minnesota",7,"","WCHA Tournament","NC"
2004,"2004-03-13","Michigan Tech",3,"@","North Dakota",4,"OT","WCHA Tournament","NC"
2004,"2004-03-13","Alaska-Anchorage",0,"@","Wisconsin",4,"","WCHA Tournament","NC"
2004,"2004-03-14","Western Michigan",4,"@","Notre Dame",5,"OT","CCHA Tournament","NC"
2004,"2004-03-14","Nebraska-Omaha",2,"@","Michigan",5,"","CCHA Tournament","NC"
2004,"2004-03-14","St. Lawrence",1,"@","Colgate",2,"","ECAC Tournament","NC"
2004,"2004-03-14","Clarkson",5,"@","Cornell",1,"","ECAC Tournament","NC"
2004,"2004-03-14","Rensselaer",0,"@","Dartmouth",1,"","ECAC Tournament","NC"
2004,"2004-03-14","Minnesota State",5,"@","Minnesota-Duluth",6,"","WCHA Tournament","NC"
2004,"2004-03-14","Alaska-Anchorage",4,"@","Wisconsin",1,"","WCHA Tournament","NC"
2005,"2004-10-03","Maine",7,"@","Vermont",1,"","","NC"
2005,"2004-10-07","Minnesota-Duluth",2,"@","Notre Dame",2,"OT","","NC"
2005,"2004-10-08","Colgate",5,"@","Ferris State",4,"","","NC"
2005,"2004-10-08","North Dakota",4,"@","Maine",3,"OT","","NC"
2005,"2004-10-08","Minnesota-Duluth",4,"@","Notre Dame",1,"","","NC"
2005,"2004-10-08","Clarkson",2,"@","Providence",4,"","","NC"
2005,"2004-10-08","Sacred Heart",0,"@","Vermont",6,"","","NC"
2005,"2004-10-09","Colgate",4,"@","Ferris State",2,"","","NC"
2005,"2004-10-09","North Dakota",3,"@","Maine",1,"","","NC"
2005,"2004-10-09","Massachusetts-Lowell",3,"@","Niagara",2,"OT","","NC"
2005,"2004-10-09","Clarkson",4,"@","Massachusetts",6,"","","NC"
2005,"2004-10-09","Denver",2,"@","Minnesota",5,"","","NC"
2005,"2004-10-09","Ohio State",1,"@","New Hampshire",5,"","IceBreaker","NC"
2005,"2004-10-09","Connecticut",1,"@","Nebraska-Omaha",4,"","Maverick Stampede","NC"
2005,"2004-10-10","St. Lawrence",2,"@","New Hampshire",4,"","IceBreaker","NC"
2005,"2004-10-10","Merrimack",3,"@","Nebraska-Omaha",4,"","Maverick Stampede","NC"
2005,"2004-10-15","Ohio State",4,"@","Ferris State",2,"","","CC"
2005,"2004-10-15","Notre Dame",2,"@","Miami",4,"","","CC"
2005,"2004-10-15","Alaska",4,"@","Western Michigan",5,"","","CC"
2005,"2004-10-15","Merrimack",4,"@","Providence",5,"","","HE"
2005,"2004-10-15","North Dakota",2,"@","Minnesota State",2,"OT","","WC"
2005,"2004-10-15","Minnesota-Duluth",5,"@","Michigan Tech",4,"","","WC"
2005,"2004-10-15","Denver",2,"@","Boston College",6,"","","NC"
2005,"2004-10-15","Union",2,"@","Colorado College",4,"","","NC"
2005,"2004-10-15","Lake Superior",2,"@","Colgate",3,"","","NC"
2005,"2004-10-15","Niagara",3,"@","Maine",4,"","","NC"
2005,"2004-10-15","St. Lawrence",3,"@","Michigan State",1,"","","NC"
2005,"2004-10-15","Northern Michigan",1,"@","St. Cloud State",2,"","","NC"
2005,"2004-10-15","New Hampshire",4,"@","Michigan",4,"OT","","NC"
2005,"2004-10-15","Mercyhurst",2,"@","Wisconsin",3,"","","NC"
2005,"2004-10-15","American International",2,"@","Quinnipiac",3,"","Q-Cup","NC"
2005,"2004-10-15","Canisius",3,"@","Alaska-Anchorage",3,"OT","Nye Frontier Classic","NC"
2005,"2004-10-16","Army",1,"@","Sacred Heart",4,"","","AH"
2005,"2004-10-16","Ohio State",4,"@","Ferris State",3,"OT","","CC"
2005,"2004-10-16","Notre Dame",0,"@","Miami",5,"","","CC"
2005,"2004-10-16","Alaska",5,"@","Western Michigan",3,"","","CC"
2005,"2004-10-16","North Dakota",2,"@","Minnesota State",1,"","","WC"
2005,"2004-10-16","Minnesota-Duluth",6,"@","Michigan Tech",3,"","","WC"
2005,"2004-10-16","Vermont",1,"@","Boston University",4,"","","NC"
2005,"2004-10-16","Union",2,"@","Colorado College",4,"","","NC"
2005,"2004-10-16","Lake Superior",1,"@","Colgate",2,"OT","","NC"
2005,"2004-10-16","Niagara",2,"@","Maine",6,"","","NC"
2005,"2004-10-16","Denver",4,"@","Northeastern",2,"","","NC"
2005,"2004-10-16","Connecticut",1,"@","Rensselaer",4,"","","NC"
2005,"2004-10-16","Northern Michigan",4,"@","St. Cloud State",2,"","","NC"
2005,"2004-10-16","St. Lawrence",2,"@","Michigan",5,"","","NC"
2005,"2004-10-16","Mercyhurst",0,"@","Wisconsin",8,"","","NC"
2005,"2004-10-16","Clarkson",4,"@","Wayne State",5,"","","NC"
2005,"2004-10-16","Bentley",0,"@","Quinnipiac",3,"","Q-Cup","NC"
2005,"2004-10-16","Minnesota",2,"@","Alaska-Anchorage",3,"","Nye Frontier Classic","NC"
2005,"2004-10-17","New Hampshire",1,"@","Michigan State",5,"","","NC"
2005,"2004-10-17","Clarkson",5,"@","Wayne State",3,"","","NC"
2005,"2004-10-19","Boston College",3,"@","Massachusetts-Lowell",2,"","","HE"
2005,"2004-10-19","Rensselaer",7,"@","Northeastern",4,"","","NC"
2005,"2004-10-21","Michigan",4,"@","Lake Superior",3,"","","CC"
2005,"2004-10-21","Miami",3,"@","Ohio State",9,"","","CC"
2005,"2004-10-22","Army",3,"@","Bentley",3,"OT","","AH"
2005,"2004-10-22","Ohio State",2,"@","Miami",1,"","","CC"
2005,"2004-10-22","Michigan State",2,"@","Northern Michigan",3,"","","CC"
2005,"2004-10-22","Western Michigan",3,"@","Nebraska-Omaha",7,"","","CC"
2005,"2004-10-22","Providence",2,"@","Boston University",3,"","","HE"
2005,"2004-10-22","Massachusetts-Lowell",2,"@","Massachusetts",3,"OT","","HE"
2005,"2004-10-22","St. Cloud State",2,"@","Denver",5,"","","WC"
2005,"2004-10-22","Minnesota State",3,"@","Minnesota-Duluth",8,"","","WC"
2005,"2004-10-22","Minnesota",2,"@","North Dakota",4,"","","WC"
2005,"2004-10-22","Michigan Tech",3,"@","Wisconsin",7,"","","WC"
2005,"2004-10-22","Colorado College",4,"@","Air Force",1,"","","NC"
2005,"2004-10-22","Ferris State",2,"@","Bemidji State",5,"","","NC"
2005,"2004-10-22","Robert Morris",3,"@","Canisius",1,"","","NC"
2005,"2004-10-22","Wayne State",5,"@","Merrimack",1,"","","NC"
2005,"2004-10-22","St. Lawrence",1,"@","Maine",0,"","","NC"
2005,"2004-10-22","Boston College",2,"@","Notre Dame",3,"","","NC"
2005,"2004-10-22","Alaska",2,"@","Alaska-Anchorage",5,"","","NC"
2005,"2004-10-22","Holy Cross",4,"@","Alabama-Huntsville",2,"","","NC"
2005,"2004-10-22","Bowling Green",5,"@","Union",1,"","","NC"
2005,"2004-10-22","Niagara",6,"@","Vermont",1,"","","NC"
2005,"2004-10-23","American International",3,"@","Sacred Heart",6,"","","AH"
2005,"2004-10-23","Michigan State",1,"@","Northern Michigan",4,"","","CC"
2005,"2004-10-23","Western Michigan",3,"@","Nebraska-Omaha",4,"OT","","CC"
2005,"2004-10-23","St. Cloud State",1,"@","Denver",6,"","","WC"
2005,"2004-10-23","Minnesota State",1,"@","Minnesota-Duluth",4,"","","WC"
2005,"2004-10-23","Minnesota",6,"@","North Dakota",0,"","","WC"
2005,"2004-10-23","Michigan Tech",0,"@","Wisconsin",3,"","","WC"
2005,"2004-10-23","Rensselaer",5,"@","Army",1,"","","NC"
2005,"2004-10-23","Ferris State",7,"@","Bemidji State",2,"","","NC"
2005,"2004-10-23","Quinnipiac",2,"@","Colorado College",7,"","","NC"
2005,"2004-10-23","Northeastern",4,"@","Colgate",3,"OT","","NC"
2005,"2004-10-23","Wayne State",4,"@","Merrimack",5,"","","NC"
2005,"2004-10-23","St. Lawrence",3,"@","Maine",4,"","","NC"
2005,"2004-10-23","Canisius",5,"@","Robert Morris",4,"","","NC"
2005,"2004-10-23","Alaska",6,"@","Alaska-Anchorage",0,"","","NC"
2005,"2004-10-23","Holy Cross",2,"@","Alabama-Huntsville",4,"","","NC"
2005,"2004-10-23","Bowling Green",1,"@","Union",0,"","","NC"
2005,"2004-10-23","Mercyhurst",4,"@","New Hampshire",5,"","","NC"
2005,"2004-10-23","Niagara",3,"@","Vermont",2,"","","NC"
2005,"2004-10-24","Sacred Heart",5,"@","Bentley",3,"","","AH"
2005,"2004-10-24","Quinnipiac",0,"@","Air Force",4,"","","NC"
2005,"2004-10-24","Connecticut",3,"@","Massachusetts",2,"OT","","NC"
2005,"2004-10-26","Robert Morris",2,"@","Mercyhurst",8,"","","NC"
2005,"2004-10-29","Lake Superior",5,"@","Bowling Green",1,"","","CC"
2005,"2004-10-29","Nebraska-Omaha",2,"@","Michigan State",5,"","","CC"
2005,"2004-10-29","Northern Michigan",1,"@","Notre Dame",1,"OT","","CC"
2005,"2004-10-29","Ferris State",0,"@","Michigan",3,"","","CC"
2005,"2004-10-29","Ohio State",3,"@","Western Michigan",6,"","","CC"
2005,"2004-10-29","Harvard",2,"@","Brown",2,"OT","","EC"
2005,"2004-10-29","Maine",3,"@","Merrimack",0,"","","HE"
2005,"2004-10-29","Massachusetts",2,"@","Providence",6,"","","HE"
2005,"2004-10-29","Alaska-Anchorage",1,"@","Michigan Tech",5,"","","WC"
2005,"2004-10-29","Minnesota State",2,"@","Minnesota",9,"","","WC"
2005,"2004-10-29","Denver",3,"@","Wisconsin",6,"","","WC"
2005,"2004-10-29","North Dakota",3,"@","Boston College",5,"","","NC"
2005,"2004-10-29","Niagara",5,"@","Clarkson",3,"","","NC"
2005,"2004-10-29","Sacred Heart",1,"@","Colgate",5,"","","NC"
2005,"2004-10-29","Army",1,"@","Cornell",7,"","","NC"
2005,"2004-10-29","Air Force",2,"@","Holy Cross",2,"OT","","NC"
2005,"2004-10-29","St. Cloud State",7,"@","Princeton",2,"","","NC"
2005,"2004-10-29","Bentley",4,"@","Robert Morris",2,"","","NC"
2005,"2004-10-29","Massachusetts-Lowell",5,"@","Rensselaer",3,"","","NC"
2005,"2004-10-29","Miami",4,"@","St. Lawrence",6,"","","NC"
2005,"2004-10-29","Mercyhurst",2,"@","Union",3,"","","NC"
2005,"2004-10-29","Vermont",3,"@","Minnesota-Duluth",2,"","","NC"
2005,"2004-10-29","Alabama-Huntsville",5,"@","Yale",2,"","","NC"
2005,"2004-10-30","Lake Superior",1,"@","Bowling Green",2,"","","CC"
2005,"2004-10-30","Michigan",0,"@","Ferris State",1,"OT","","CC"
2005,"2004-10-30","Nebraska-Omaha",5,"@","Michigan State",2,"","","CC"
2005,"2004-10-30","Northern Michigan",4,"@","Notre Dame",1,"","","CC"
2005,"2004-10-30","Ohio State",5,"@","Western Michigan",2,"","","CC"
2005,"2004-10-30","Providence",0,"@","Massachusetts",2,"","","HE"
2005,"2004-10-30","Alaska-Anchorage",5,"@","Michigan Tech",4,"","","WC"
2005,"2004-10-30","Minnesota State",2,"@","Minnesota",3,"OT","","WC"
2005,"2004-10-30","Denver",5,"@","Wisconsin",3,"","","WC"
2005,"2004-10-30","Niagara",3,"@","Clarkson",4,"","","NC"
